track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,revenue,Initial_royalty_fee,genre,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,bpm,key,Unnamed: 26,in_shazam_charts,Genre
METAMORPHOSIS,INTERWORLD,1,2021,11,25,1561,24,357580552,18,78,24,0,1930934.981,0.000193093,,Minor,59,15,64,43,90,12,10,175,G,,30,Hip-Hop
BESO,"Rauw Alejandro, ROSALï¿½",2,2023,3,24,4053,50,357925728,82,121,182,12,1932798.931,0.00019328,,Minor,77,53,64,74,0,17,14,95,F,,171,Hip-Hop
Vista Al Mar,Quevedo,1,2022,9,8,1769,34,362361576,16,19,21,3,1956752.51,0.000195675,,Minor,76,49,56,80,12,10,13,105,,,4,Hip-Hop
Like Crazy,Jimin,1,2023,3,24,596,68,363369738,8,104,23,2,1962196.585,0.00019622,,Major,63,36,73,0,0,36,4,120,G,,29,Hip-Hop
Acapulco,Jason Derulo,1,2021,9,1,3098,0,363467642,111,5,182,1,1962725.267,0.000196273,,Major,77,51,79,5,0,16,5,122,A#,,0,Hip-Hop
Hype Boy,NewJeans,1,2022,8,1,892,17,363472647,20,119,12,2,1962752.294,0.000196275,,Minor,59,78,94,27,0,29,23,100,E,,7,Hip-Hop
Matilda,Harry Styles,1,2022,5,20,3218,3,366214458,29,10,79,0,1977558.073,0.000197756,,Major,51,39,29,90,0,10,4,114,D,,0,Romantic
"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",3,2022,7,17,292,6,366599607,26,98,4,0,1979637.878,0.000197964,,Major,58,44,57,57,0,10,3,94,,,0,
Bebe Dame,"Fuerza Regida, Grupo Frontera",2,2022,12,16,849,22,367316268,27,129,21,7,1983507.847,0.000198351,,Major,54,75,60,30,0,7,5,157,G,,111,Hip-Hop
You Proof,Morgan Wallen,1,2022,5,13,2128,9,367814306,37,88,9,0,1986197.252,0.00019862,,Major,73,64,85,25,0,61,3,120,A,,14,Hip-Hop
Something In The Way - Remastered 2021,Nirvana,1,1991,9,24,9514,0,368646862,45,27,"1,197",0,1990693.055,0.000199069,,Major,44,8,20,74,42,11,3,106,G#,,43,Hip-Hop
Alien Blues,Vundabar,1,2015,7,24,1930,0,370068639,3,0,28,0,1998370.651,0.000199837,,Major,47,44,76,8,91,9,3,82,D#,,1,Hip-Hop
Bloody Mary,Lady Gaga,1,2011,1,1,3909,0,372476382,66,26,277,3,2011372.463,0.000201137,,Minor,59,49,65,2,0,13,3,100,A,,734,Hip-Hop
People,Libianca,1,2022,12,2,3506,56,373199958,105,64,169,8,2015279.773,0.000201528,,Minor,59,71,42,55,0,10,7,198,A#,,529,Hip-Hop
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",2,2021,12,29,1678,12,374191487,20,4,15,1,2020634.03,0.000202063,,Minor,66,76,82,47,0,10,32,96,C#,,3,Hip-Hop
LA FAMA (with The Weeknd),"The Weeknd, ROSALï¿½",2,2021,11,11,4640,3,374706940,81,93,507,6,2023417.476,0.000202342,,Minor,77,82,30,95,0,13,5,136,,,4,Hip-Hop
Praise God,Kanye West,1,2021,8,29,4651,0,376333030,24,6,105,0,2032198.362,0.00020322,,Major,80,21,55,1,0,26,17,118,C#,,0,Hip-Hop
Selfish,PnB Rock,1,2016,6,23,2468,0,380319238,15,0,0,0,2053723.885,0.000205372,,Minor,64,4,60,11,0,19,4,102,C#,,0,Hip-Hop
Monotonï¿½,"Ozuna, Shakira",2,2022,10,19,3645,15,380726517,118,34,150,4,2055923.192,0.000205592,,Minor,87,82,70,42,0,21,5,132,,,19,
Punto G,Quevedo,1,2022,11,4,1985,35,381161027,34,26,37,5,2058269.546,0.000205827,,Minor,75,55,76,25,0,10,15,92,B,,1,Hip-Hop
In The Stars,Benson Boone,1,2022,4,29,2224,8,382199619,48,40,87,1,2063877.943,0.000206388,,Major,36,30,54,34,0,14,5,78,A#,,210,Romantic
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,11,5,4963,0,383550148,63,40,76,0,2071170.799,0.000207117,,Major,63,85,62,6,0,35,4,82,D,,0,Hip-Hop
Belly Dancer,"BYOR, Imanbek",2,2022,2,18,5115,13,383835984,109,38,301,1,2072714.314,0.000207271,,Major,85,42,80,6,0,17,14,122,C#,,33,Hip-Hop
Mary On A Cross,Ghost,1,2019,9,13,2668,2,387080183,38,266,78,0,2090232.988,0.000209023,,Major,47,56,90,0,0,10,4,130,B,,141,Hip-Hop
Daylight,David Kushner,1,2023,4,14,3528,98,387570742,80,156,182,24,2092882.007,0.000209288,,Minor,51,32,43,83,0,9,3,130,D,,"1,281",Hip-Hop
The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole,1,1946,11,1,11500,0,389771964,140,72,251,0,2104768.606,0.000210477,,Major,36,22,15,84,0,11,4,139,C#,,0,Romantic
Is There Someone Else?,The Weeknd,1,2022,1,7,2881,6,391251368,13,89,34,0,2112757.387,0.000211276,,Minor,70,60,58,4,0,16,3,135,A,,3,Hip-Hop
Medallo,"Justin Quiles, Lenny Tavï¿½ï¿½rez, BL",3,2021,10,27,2780,2,393230256,54,21,57,1,2123443.382,0.000212344,,Minor,79,79,70,57,0,66,8,90,E,,0,Hip-Hop
Jordan,Ryan Castro,1,2021,4,30,2844,2,394030335,29,2,35,1,2127763.809,0.000212776,,Minor,80,71,68,6,0,10,37,180,A#,,0,Hip-Hop
A Holly Jolly Christmas - Single Version,Burl Ives,1,1952,1,1,7930,0,395591396,108,120,73,0,2136193.538,0.000213619,,Major,67,81,36,64,0,15,3,140,,,0,Romantic
White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",3,1942,1,1,11940,0,395591396,73,79,123,0,2136193.538,0.000213619,,Major,23,19,25,91,0,40,3,96,A,,0,Romantic
Ditto,NewJeans,1,2022,12,19,1154,22,397582059,28,125,11,1,2146943.119,0.000214694,,Minor,81,18,64,3,0,10,11,134,F#,,51,Hip-Hop
Snooze,SZA,1,2022,12,9,2839,25,399686758,58,156,42,1,2158308.493,0.000215831,,Major,56,39,55,14,0,11,13,143,F,,236,Hip-Hop
Superhero (Heroes & Villains) [with Future & Chris Brown],"Future, Chris Brown, Metro Boomin",3,2022,12,2,2959,16,401036314,41,69,38,0,2165596.096,0.00021656,,Minor,72,45,59,14,0,20,21,117,F,,36,Hip-Hop
ýýýýýýýýýýýýýýýýýýýýý,Fujii Kaze,1,2020,5,20,685,14,403097450,24,94,9,0,2176726.23,0.000217673,,Minor,60,52,76,17,0,19,5,158,F#,,23,
Un Coco,Bad Bunny,1,2022,5,6,1029,28,403231558,5,28,9,0,2177450.413,0.000217745,,Major,84,74,69,21,0,18,6,152,B,,0,Hip-Hop
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,1,1979,11,16,1685,0,403939487,1,0,29,0,2181273.23,0.000218127,,Major,75,74,58,36,0,9,3,95,B,,0,Romantic
Karma,Taylor Swift,1,2022,10,21,3818,23,404562836,37,55,32,0,2184639.314,0.000218464,,Major,64,10,62,7,0,48,7,90,G#,,272,Hip-Hop
Sleigh Ride,The Ronettes,1,1963,11,22,10114,0,404664135,114,74,262,0,2185186.329,0.000218519,,Major,53,84,77,40,0,32,3,92,D,,0,Romantic
No Se Va,Grupo Frontera,1,2022,4,28,924,18,404887295,17,80,22,9,2186391.393,0.000218639,,Major,59,69,53,12,0,23,3,173,,,38,Hip-Hop
Shut up My Moms Calling,Hotel Ugly,1,2020,2,10,1788,14,405136812,1,50,19,0,2187738.785,0.000218774,,Minor,48,37,41,32,0,10,10,139,A,,19,Rock
Angel Baby,Troye Sivan,1,2021,9,9,1959,9,408843328,52,25,32,0,2207753.971,0.000220775,,Major,56,41,57,1,0,13,3,145,B,,10,Romantic
Those Eyes,New West,1,2019,5,10,1507,14,411747614,24,71,44,1,2223437.116,0.000222344,,Major,60,24,35,73,0,31,3,120,E,,195,Romantic
Happier Than Ever - Edit,Billie Eilish,1,2021,7,28,1959,0,412795151,19,0,38,0,2229093.815,0.000222909,,Major,45,12,57,7,0,23,3,81,,,0,Romantic
The Color Violet,Tory Lanez,1,2021,12,10,2585,32,415932686,3,79,21,1,2246036.504,0.000224604,,Minor,65,46,53,16,0,9,5,105,F#,,54,Hip-Hop
Un Ratito,Bad Bunny,1,2022,5,6,1112,6,417230415,7,30,13,1,2253044.241,0.000225304,,Minor,79,22,55,31,0,12,5,93,,,1,Hip-Hop
Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",3,2021,9,24,4091,0,421040617,105,2,73,13,2273619.332,0.000227362,,Minor,72,67,68,0,0,14,4,110,,,1,Hip-Hop
Notion,The Rare Occasions,1,2016,8,5,2393,0,421135627,22,13,65,0,2274132.386,0.000227413,,Major,31,30,88,7,0,8,8,160,A,,6,Hip-Hop
Fuera del mercado,Danny Ocean,1,2022,2,17,2499,21,421365166,68,24,43,1,2275371.896,0.000227537,,Major,45,27,67,32,0,13,14,92,G#,,0,Hip-Hop
Thunder,"Prezioso, Gabry Ponte, LUM!X",3,2021,5,7,4846,10,422691058,54,16,259,0,2282531.713,0.000228253,,Major,67,40,90,3,0,34,6,101,C#,,13,Hip-Hop
All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",2,2019,8,4,5342,0,426204830,33,123,7,0,2301506.082,0.000230151,,Major,37,17,67,2,0,34,9,141,D#,,4,Hip-Hop
OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",4,2021,8,13,6890,0,427486004,122,11,201,0,2308424.422,0.000230842,,Minor,79,79,84,2,0,5,5,124,G#,,1,Hip-Hop
Super Freaky Girl,Nicki Minaj,1,2022,8,12,4827,0,428685680,104,17,76,9,2314902.672,0.00023149,,Major,95,91,89,6,0,31,24,133,D,,2,Hip-Hop
Driving Home for Christmas - 2019 Remaster,Chris Rea,1,1986,1,1,888,0,429504768,50,0,6,0,2319325.747,0.000231933,,Major,51,87,58,36,0,18,4,180,A,,0,Romantic
Last Night,Morgan Wallen,1,2023,1,31,2420,19,429829812,52,107,15,1,2321080.985,0.000232108,,Major,52,52,68,46,0,15,4,204,F#,,325,Hip-Hop
OMG,NewJeans,1,2023,1,2,1783,27,430977451,26,124,15,1,2327278.235,0.000232728,,Minor,80,74,77,36,0,11,4,127,A,,22,Hip-Hop
Take My Breath,The Weeknd,1,2021,8,6,6392,0,432702334,174,73,344,0,2336592.604,0.000233659,,Major,75,53,74,2,0,11,5,121,G#,,0,Romantic
We Don't Talk About Bruno,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",7,2021,11,19,2785,0,432719968,95,89,44,0,2336687.827,0.000233669,,Minor,58,83,45,36,0,11,8,206,,,,Hip-Hop
Midnight Rain,Taylor Swift,1,2022,10,21,2612,4,433356509,19,29,21,0,2340125.149,0.000234013,,Major,64,18,37,72,0,12,7,140,,,0,Romantic
PRC,"Natanael Cano, Peso Pluma",2,2023,1,23,961,26,436027885,19,143,10,6,2354550.579,0.000235455,,Minor,78,89,83,10,0,12,5,138,G,,15,Hip-Hop
Nostï¿½ï¿½l,"Chris Brown, Rvssian, Rauw Alejandro",3,2021,9,8,2780,2,436695353,86,76,59,0,2358154.906,0.000235815,,Minor,73,60,85,17,0,24,5,98,A,,16,
Me and Your Mama,Childish Gambino,1,2016,11,10,8775,0,445590495,33,60,107,1,2406188.673,0.000240619,,Major,56,25,45,1,3,7,3,118,F,,0,Hip-Hop
Calm Down,Rï¿½ï,1,2022,2,9,4013,10,445763624,107,44,750,22,2407123.57,0.000240712,,Major,81,82,78,38,0,12,4,107,B,,,Hip-Hop
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,1,1959,11,16,6512,0,446390129,88,1,277,0,2410506.697,0.000241051,,Major,45,72,24,91,0,18,4,134,C#,,0,Romantic
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,1,2022,5,6,4576,0,448500832,79,13,93,0,2421904.493,0.00024219,,Minor,80,74,60,8,0,14,26,160,G#,,17,Hip-Hop
Murder In My Mind,Kordhell,1,2022,1,21,2459,20,448843705,20,68,50,0,2423756.007,0.000242376,,Major,71,57,97,1,0,13,11,120,A#,,22,Hip-Hop
Something in the Orange,Zach Bryan,1,2022,4,22,3282,12,449701773,67,84,46,16,2428389.574,0.000242839,,Major,59,22,38,42,0,12,3,110,G,,117,Romantic
Just Wanna Rock,Lil Uzi Vert,1,2022,10,17,3995,13,457184829,72,27,47,0,2468798.077,0.00024688,,Major,49,4,55,7,0,6,3,150,B,,0,Hip-Hop
Normal,Feid,1,2022,7,8,2461,36,459276435,47,66,45,5,2480092.749,0.000248009,,Minor,71,59,56,4,0,27,12,170,E,,6,Hip-Hop
Happy Xmas (War Is Over),"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",4,1971,12,1,10829,0,460492795,130,1,390,0,2486661.093,0.000248666,,Major,33,39,61,32,0,77,3,147,D,,0,Romantic
NEW MAGIC WAND,"Tyler, The Creator",2,2019,5,16,4708,0,461437791,13,7,55,0,2491764.071,0.000249176,,Minor,62,46,73,10,0,67,11,140,F,,1,Hip-Hop
Despuï¿½ï¿½s de la P,Bad Bunny,1,2022,5,6,2229,0,461558540,27,44,24,0,2492416.116,0.000249242,,Major,56,61,90,36,0,18,31,78,F,,5,
Ferrari,"James Hype, Miggy Dela Rosa",2,2022,3,14,7758,28,462791599,173,79,175,0,2499074.635,0.000249907,,Minor,84,70,69,1,0,5,5,125,C#,,168,Hip-Hop
AMG,"Natanael Cano, Gabito Ballesteros, Peso Pluma",3,2022,11,24,995,19,463564958,12,117,9,5,2503250.773,0.000250325,,Minor,77,79,73,15,0,27,10,136,B,,3,Hip-Hop
Cï¿½ï¿½,Rauw Alejandro,1,2021,6,25,2636,3,465959382,36,82,39,0,2516180.663,0.000251618,,Minor,77,26,63,58,0,11,5,102,A,,5,
Oh My God,Adele,1,2021,11,19,4431,0,466214729,105,7,199,0,2517559.537,0.000251756,,Major,53,55,73,9,0,3,5,88,C#,,0,Hip-Hop
Lovers Rock,TV Girl,1,2014,6,5,6339,13,466231982,3,1,36,1,2517652.703,0.000251765,,Minor,56,57,87,0,1,10,4,105,F,,37,Hip-Hop
Mount Everest,Labrinth,1,2019,6,21,5443,0,467727006,45,1,80,0,2525725.832,0.000252573,,Minor,46,43,43,23,8,8,22,89,,,12,Hip-Hop
LOKERA,"Brray, Rauw Alejandro, Lyanno",3,2022,7,25,3301,30,471819764,72,64,64,6,2547826.726,0.000254783,,Minor,83,58,83,21,0,10,5,102,B,,3,Hip-Hop
Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet",2,1950,1,1,10585,0,473248298,126,108,406,0,2555540.809,0.000255554,,Major,60,86,32,88,0,34,6,143,D,,0,Romantic
Holly Jolly Christmas,Michael Bublï¿,1,2011,10,14,7655,0,476244795,5,0,291,0,2571721.893,0.000257172,,Major,65,70,47,87,0,9,4,151,G,,0,Romantic
LA INOCENTE,"Feid, Mora",2,2022,4,1,2598,37,477033549,28,57,43,8,2575981.165,0.000257598,,Minor,76,46,79,31,0,7,6,92,F,,85,Hip-Hop
La Corriente,"Tony Dize, Bad Bunny",2,2022,5,6,1796,8,479655659,8,25,18,1,2590140.559,0.000259014,,Minor,66,58,79,23,0,22,20,196,B,,0,Hip-Hop
"Sex, Drugs, Etc.",Beach Weather,1,2016,11,4,3006,16,480507035,47,60,87,12,2594737.989,0.000259474,,Minor,57,47,84,1,1,52,4,144,E,,124,Hip-Hop
Do They Know It's Christmas? - 1984 Version,Band Aid,1,1984,11,25,14169,0,481697415,209,30,449,0,2601166.041,0.000260117,,Major,60,23,57,0,2,27,3,115,,,0,Romantic
Shut Down,BLACKPINK,1,2022,9,16,1524,17,482175240,53,120,62,0,2603746.296,0.000260375,,Major,82,67,69,0,0,18,4,110,,,2,Hip-Hop
Doja,Central Cee,1,2022,7,20,4169,44,482257456,57,44,183,1,2604190.262,0.000260419,,Major,91,97,57,38,0,40,29,140,F#,,11,Hip-Hop
Underneath the Tree,Kelly Clarkson,1,2013,10,25,6596,0,485285717,144,99,251,0,2620542.872,0.000262054,,Major,51,69,81,0,0,21,5,160,G#,,0,Romantic
Lavender Haze,Taylor Swift,1,2022,10,21,3763,8,488386797,51,43,38,10,2637288.704,0.000263729,,Major,73,10,44,26,0,16,8,97,A#,,1,Romantic
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",3,2021,9,3,5481,0,489945871,144,30,86,0,2645707.703,0.000264571,,Minor,80,33,60,0,0,32,14,136,B,,0,Hip-Hop
Boyfriend,Dove Cameron,1,2022,2,11,3766,0,496311364,76,0,102,0,2680081.366,0.000268008,,Minor,35,23,61,23,0,19,6,180,G,,2,Hip-Hop
Cupid - Twin Ver.,Fifty Fifty,1,2023,2,24,2942,77,496795686,91,212,78,6,2682696.704,0.00026827,,Minor,78,76,59,43,0,34,3,120,B,,0,Hip-Hop
Miss You,"Robin Schulz, Oliver Tree",2,2022,8,5,5730,10,497225336,108,16,197,3,2685016.814,0.000268502,,Minor,59,20,74,1,0,15,5,145,F#,,165,Hip-Hop
Swim,Chase Atlantic,1,2017,10,4,2742,0,498960285,5,1,62,0,2694385.539,0.000269439,,Major,67,8,54,27,0,8,4,120,G#,,0,Hip-Hop
Ain't Shit,Doja Cat,1,2021,6,25,3436,0,499710590,32,6,46,0,2698437.186,0.000269844,,Major,86,62,49,51,0,35,21,124,D#,,1,Hip-Hop
Light Switch,Charlie Puth,1,2022,1,19,4049,0,500340342,119,6,85,1,2701837.847,0.000270184,,Major,69,91,63,11,0,9,31,184,F#,,1,Hip-Hop
Life Goes On,Oliver Tree,1,2020,7,17,2868,0,501541661,43,15,116,0,2708324.969,0.000270832,,Major,70,57,49,19,0,12,8,80,,,,Hip-Hop
Made You Look,Meghan Trainor,1,2022,10,21,3956,6,502574952,142,23,127,3,2713904.741,0.00027139,,Major,84,88,53,35,0,8,7,145,A#,,16,Hip-Hop
un x100to,"Bad Bunny, Grupo Frontera",2,2023,4,17,2876,40,505671438,41,205,54,12,2730625.765,0.000273063,,Minor,57,56,72,23,0,27,5,83,F#,,251,Hip-Hop
Sky,Playboi Carti,1,2020,12,25,3297,3,506778838,25,3,52,0,2736605.725,0.000273661,,Major,79,56,91,26,0,13,21,140,D,,1,Hip-Hop
Tacones Rojos,Sebastian Yatra,1,2021,10,22,3047,9,510876816,77,31,85,5,2758734.806,0.000275873,,Minor,75,93,86,8,0,14,3,123,B,,28,Hip-Hop
Sobrio,Maluma,1,2021,7,8,3506,10,513643924,103,76,100,1,2773677.19,0.000277368,,Major,76,63,77,14,0,15,22,178,F,,1,Hip-Hop
Get Into It (Yuh),Doja Cat,1,2021,6,25,4999,0,516784627,43,19,73,12,2790636.986,0.000279064,,Minor,91,79,66,32,0,9,16,92,G#,,0,Hip-Hop
Die For You - Remix,"Ariana Grande, The Weeknd",2,2023,2,24,3408,47,518745108,87,86,74,1,2801223.583,0.000280122,,Minor,53,50,53,23,0,44,7,67,C#,,16,Hip-Hop
Feliz Navidad,Josï¿½ï¿½ Felic,1,1970,11,1,3788,0,520034544,21,3,10,0,2808186.538,0.000280819,,Major,50,96,82,47,0,34,4,148,D,,0,Romantic
Yo Voy (feat. Daddy Yankee),Zion & Lennox,1,2004,5,4,2954,2,527033089,18,82,0,0,2845978.681,0.000284598,,Major,81,56,70,4,0,5,24,95,A#,,5,Hip-Hop
AM Remix,"J Balvin, Nio Garcia, Bad Bunny",3,2021,6,24,6556,0,528544703,93,5,67,1,2854141.396,0.000285414,,Minor,74,79,66,11,0,8,16,172,F#,,0,Hip-Hop
Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",3,2020,3,13,6734,0,530511203,47,14,90,0,2864760.496,0.000286476,,Major,77,40,47,2,0,9,3,95,D,,1,Rock
Escapism.,"RAYE, 070 Shake",2,2022,10,12,5129,25,532336353,116,84,114,18,2874616.306,0.000287462,,Major,54,25,74,14,0,9,11,96,D,,348,Hip-Hop
La Jumpa,"Arcangel, Bad Bunny",2,2022,11,30,3794,34,538115192,47,77,53,10,2905822.037,0.000290582,,Major,71,58,70,30,0,32,19,123,G#,,8,Hip-Hop
One Right Now (with The Weeknd),"The Weeknd, Post Malone",2,2021,11,5,4771,0,539595276,68,18,75,0,2913814.49,0.000291381,,Major,68,72,78,4,0,7,5,97,C#,,1,Hip-Hop
Love Nwantiti - Remix,"Ckay, AX'EL, Dj Yo!",3,2019,8,30,2696,0,540539717,42,2,57,0,2918914.472,0.000291891,,Major,58,44,60,44,9,5,6,120,G#,,,Hip-Hop
Es un Secreto,Plan B,1,2010,7,20,492,36,540654286,4,3,19,0,2919533.144,0.000291953,,Minor,84,52,77,12,0,7,4,95,F#,,0,Hip-Hop
Envolver,Anitta,1,2021,11,11,4673,2,546191065,123,113,180,1,2949431.751,0.000294943,,Minor,81,40,73,15,0,9,8,92,E,,4,Hip-Hop
Pink Venom,BLACKPINK,1,2022,8,19,1963,16,551305895,57,119,77,1,2977051.833,0.000297705,,Major,80,71,69,2,0,27,10,90,,,13,Hip-Hop
La Bebe - Remix,"Peso Pluma, Yng Lvcas",2,2023,3,17,2953,44,553634067,49,110,66,13,2989623.962,0.000298962,,Minor,81,56,48,21,0,8,33,170,D,,339,Hip-Hop
Formula,Labrinth,1,2019,10,4,3444,7,554875730,24,85,102,0,2996328.942,0.000299633,,Major,57,23,66,4,6,15,4,145,B,,1,Hip-Hop
WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",3,2022,4,27,5491,14,556585270,128,84,75,0,3005560.458,0.000300556,,Major,46,34,64,31,0,7,34,83,C#,,35,Hip-Hop
family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",2,2021,8,27,6308,5,560222750,114,15,63,0,3025202.85,0.00030252,,Major,71,14,61,1,0,23,33,134,C#,,2,Hip-Hop
Still Don't Know My Name,Labrinth,1,2019,10,4,6332,0,563902868,47,116,266,0,3045075.487,0.000304508,,Major,31,31,63,47,27,21,12,88,F,,0,Hip-Hop
Don't Be Shy,"Tiï¿½ï¿½sto, Kar",2,2021,8,1,6026,0,566954746,171,51,187,1,3061555.628,0.000306156,,Minor,77,51,79,20,0,26,6,120,B,,21,Hip-Hop
Angels Like You,Miley Cyrus,1,2020,11,27,3372,19,570515054,65,48,138,1,3080781.292,0.000308078,,Major,67,49,64,10,0,10,3,122,F,,102,Romantic
Atlantis,Seafret,1,2015,4,22,3045,6,571386359,43,53,134,1,3085486.339,0.000308549,,Minor,40,23,48,5,0,12,3,166,G#,,32,Hip-Hop
Rich Flex,"Drake, 21 Savage",2,2022,11,4,4657,18,573633020,84,84,42,0,3097618.308,0.000309762,,Minor,56,42,52,5,0,36,24,153,B,,23,Hip-Hop
Mon Amour - Remix,"Aitana, zzoilo",2,2020,9,21,3221,2,578207856,67,13,139,0,3122322.422,0.000312232,,Major,75,36,76,12,0,10,10,116,D,,40,Hip-Hop
California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",3,1995,12,28,18773,0,579395142,128,17,"1,663",0,3128733.767,0.000312873,,Major,77,76,84,3,0,38,4,92,G,,0,Hip-Hop
House Of Memories,Panic! At The Disco,1,2016,1,15,2948,0,582863434,10,2,150,0,3147462.544,0.000314746,,Minor,51,48,82,0,0,5,3,110,B,,0,Hip-Hop
Toxic,BoyWithUke,1,2021,9,10,1795,0,582981380,34,23,118,0,3148099.452,0.00031481,,Minor,59,69,61,84,0,46,36,180,G#,,,Hip-Hop
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1,2021,11,12,4635,5,583687007,50,49,30,1,3151909.838,0.000315191,,Major,63,21,52,28,0,9,3,93,,,2,Romantic
Yandel 150,"Yandel, Feid",2,2022,12,20,3618,38,585695368,47,74,80,14,3162754.987,0.000316275,,Minor,78,58,73,5,0,10,7,168,F#,,194,Hip-Hop
Only Love Can Hurt Like This,Paloma Faith,1,2014,1,1,5148,0,588955257,90,22,365,0,3180358.388,0.000318036,,Major,57,30,89,10,0,33,8,91,G#,,114,Romantic
Fair Trade (with Travis Scott),"Drake, Travis Scott",2,2021,9,3,5403,6,593917618,118,116,96,0,3207155.137,0.000320716,,Major,67,29,47,5,0,22,26,168,C#,,3,Hip-Hop
Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",3,2021,9,3,5199,0,594482982,45,43,45,0,3210208.103,0.000321021,,Minor,85,22,37,13,0,7,30,146,F,,3,Hip-Hop
CUFF IT,Beyoncï¿,1,2022,7,29,7842,10,595900742,215,88,330,26,3217864.007,0.000321786,,Major,78,64,69,4,0,7,14,115,G,,23,Hip-Hop
Miï¿½ï¿½n,"Tini, Maria Becerra",2,2021,4,29,3406,16,596152090,61,23,70,1,3219221.286,0.000321922,,Major,85,92,54,16,0,29,7,92,D,,0,
Softcore,The Neighbourhood,1,2018,3,9,3947,12,599770206,33,102,93,0,3238759.112,0.000323876,,Major,57,36,58,5,0,15,3,94,D,,30,Hip-Hop
Until I Found You (with Em Beihold) - Em Beihold Version,"Em Beihold, Stephen Sanchez",2,2022,4,22,2790,30,600976848,60,96,71,0,3245274.979,0.000324527,,Major,34,32,57,78,0,20,3,101,A#,,115,Romantic
Feliz Cumpleaï¿½ï¿½os Fe,Feid,1,2022,8,19,3430,38,601863821,45,69,52,4,3250064.633,0.000325006,,Major,87,57,55,10,0,29,7,95,F,,3,
Te Felicito,"Shakira, Rauw Alejandro",2,2022,4,21,4796,9,606361689,124,66,212,13,3274353.121,0.000327435,,Major,70,57,64,23,0,8,32,174,F,,1,Hip-Hop
august,Taylor Swift,1,2020,7,24,7324,22,607123776,25,81,61,1,3278468.39,0.000327847,,Major,51,42,61,53,0,9,3,90,F,,44,Romantic
Tarot,"Bad Bunny, Jhay Cortez",2,2022,5,6,2482,20,608228647,27,77,22,2,3284434.694,0.000328443,,Minor,80,42,68,2,0,66,4,114,B,,0,Hip-Hop
Permission to Dance,BTS,1,2021,7,9,1801,2,608334048,77,134,74,0,3285003.859,0.0003285,,Major,70,65,74,1,0,34,4,125,A,,2,Hip-Hop
I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",2,2022,6,3,5281,14,609293408,94,21,80,15,3290184.403,0.000329018,,Major,74,43,69,12,0,12,7,101,F,,38,Hip-Hop
Volando - Remix,"Sech, Bad Bunny, Mora",3,2021,7,8,3272,19,610045621,101,34,70,1,3294246.353,0.000329425,,Major,66,63,69,21,0,11,7,154,F#,,2,Hip-Hop
Stargirl Interlude,"The Weeknd, Lana Del Rey",2,2016,11,24,1275,32,611700552,13,8,5,0,3303182.981,0.000330318,,Minor,59,52,48,38,5,10,11,90,F,,1,Hip-Hop
Moth To A Flame (with The Weeknd),"The Weeknd, Swedish House Mafia",2,2021,10,22,7495,17,611994237,114,172,284,2,3304768.88,0.000330477,,Minor,56,16,67,0,0,11,4,120,,,,Hip-Hop
Party,"Bad Bunny, Rauw Alejandro",2,2022,5,6,3185,4,614555082,38,64,37,3,3318597.443,0.00033186,,Major,83,47,80,2,0,24,9,97,A,,36,Hip-Hop
Jimmy Cooks (feat. 21 Savage),"Drake, 21 Savage",2,2022,6,17,5871,27,618885532,81,121,58,1,3341981.873,0.000334198,,Major,54,40,67,0,0,9,17,163,,,34,Hip-Hop
TQG,"Karol G, Shakira",2,2023,2,23,4284,49,618990393,115,123,184,18,3342548.122,0.000334255,,Minor,72,61,63,67,0,9,28,180,E,,354,Hip-Hop
