track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,revenue,Initial_royalty_fee,Genre,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,bpm,key,streamss,in_shazam_charts
favorite crime,Olivia Rodrigo,1,2021,5,21,3681,0,783706581,20,21,99,0,4232015.537,0.000423202,Romantic,Major,40,19,29,86,0,34,4,173,A,26,7
Style,Taylor Swift,1,2014,1,1,7830,42,786181836,94,111,151,4,4245381.914,0.000424538,Romantic,Major,60,48,79,0,0,12,4,95,D,26,82
Space Song,Beach House,1,2015,1,1,17852,4,789753877,69,76,335,0,4264670.936,0.000426467,Rock,Minor,51,62,79,22,13,14,3,147,,26,
Levitating,Dua Lipa,1,2020,3,27,9833,0,797196073,233,82,531,1,4304858.794,0.000430486,Romantic,Minor,69,90,88,5,0,29,8,103,F#,27,1
RAPSTAR,Polo G,1,2021,4,9,4731,0,797402345,141,12,78,0,4305972.663,0.000430597,Hip-Hop,Major,79,44,54,41,0,13,24,81,F#,27,0
Cruel Summer,Taylor Swift,1,2019,8,23,7858,100,800840817,116,207,125,12,4324540.412,0.000432454,Romantic,Major,55,58,72,11,0,11,15,170,A,27,548
Pink + White,Frank Ocean,1,2016,8,20,21574,30,806397070,112,68,266,1,4354544.178,0.000435454,Hip-Hop,Major,54,54,55,67,0,42,11,160,A,27,39
Golden,Harry Styles,1,2019,12,13,8429,1,807015863,85,24,200,0,4357885.66,0.000435789,Romantic,Minor,45,25,84,21,0,13,6,140,E,27,2
cardigan,Taylor Swift,1,2020,7,24,7923,29,812019557,106,112,142,4,4384905.608,0.000438491,Romantic,Minor,61,53,58,55,0,27,4,130,,27,215
Lost,Frank Ocean,1,2012,1,1,29499,11,822239726,124,27,587,0,4440094.52,0.000444009,Romantic,Minor,91,49,61,3,0,17,22,123,A#,27,4
Bad Habit,Steve Lacy,1,2022,6,29,8186,12,822633917,155,72,131,16,4442223.152,0.000444222,Hip-Hop,Major,69,69,51,63,0,38,4,169,C#,27,29
Freaks,Surf Curse,1,2015,5,10,3006,3,824420218,23,21,121,0,4451869.177,0.000445187,Hip-Hop,Major,35,41,94,0,63,5,5,180,A,27,13
Good Days,SZA,1,2020,12,24,10426,2,826623384,133,109,182,1,4463766.274,0.000446377,Hip-Hop,Minor,46,53,78,23,0,72,6,121,C#,28,10
Santa Tell Me,Ariana Grande,1,2013,12,13,9408,0,834129063,231,106,439,0,4504296.94,0.00045043,Romantic,Major,46,53,63,5,0,30,18,133,G,28,
Bones,Imagine Dragons,1,2021,3,11,4198,44,838079900,98,108,327,17,4525631.46,0.000452563,Rock,Minor,77,65,72,2,0,7,5,114,F,28,153
Dream On,Aerosmith,1,1973,1,5,168,0,838586769,0,0,5,0,4528368.553,0.000452837,Rock,Minor,39,24,43,39,0,23,3,80,F,28,0
Apocalypse,Cigarettes After Sex,1,2017,3,21,13091,17,841749534,61,96,790,2,4545447.484,0.000454545,Rock,Major,37,17,47,2,46,11,3,94,F,28,116
The Next Episode,"Dr. Dre, Snoop Dogg",2,1999,1,1,31762,0,843309044,142,40,"5,451",1,4553868.838,0.000455387,Hip-Hop,Minor,92,31,89,3,0,8,25,95,D#,28,953
Creepin',"The Weeknd, 21 Savage, Metro Boomin",3,2022,12,2,6036,88,843957510,113,149,245,23,4557370.554,0.000455737,Hip-Hop,Minor,71,17,61,36,0,8,5,98,C#,28,27
happier,Olivia Rodrigo,1,2021,5,21,3069,4,850608354,25,46,105,0,4593285.112,0.000459329,Romantic,Major,39,36,45,81,0,8,13,169,F#,28,45
MONEY,Lisa,1,2021,9,10,2566,13,863625566,44,109,131,0,4663578.056,0.000466358,K-pop,Minor,83,40,55,16,0,14,23,140,C#,29,
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",4,2021,1,15,12043,0,863756573,209,54,710,0,4664285.494,0.000466429,Hip-Hop,Major,82,80,86,1,0,30,13,123,D,29,18
Streets,Doja Cat,1,2019,11,7,5728,0,865640097,85,87,179,0,4674456.524,0.000467446,Hip-Hop,Major,75,19,46,21,4,34,8,90,B,29,12
Lover,Taylor Swift,1,2012,1,1,8448,23,882831184,160,110,163,0,4767288.394,0.000476729,Romantic,Major,43,50,55,50,0,15,10,206,G,29,5
PROVENZA,Karol G,1,2022,4,21,6587,34,885093467,114,104,147,11,4779504.722,0.00047795, Spanish Hip-Hop,Major,87,53,52,66,1,11,5,111,C#,30,20
Heartless,Kanye West,1,2008,1,1,17504,34,887906111,63,39,"1,315",0,4794692.999,0.000479469,Hip-Hop,Minor,79,66,65,5,0,25,14,88,A#,30,2
Infinity,Jaymes Young,1,2017,6,23,4375,0,888046992,24,0,396,0,4795453.757,0.000479545,Romantic,Minor,67,50,67,15,0,30,4,122,B,30,0
Calm Down (with Selena Gomez),"Rema, Selena G",2,2022,3,25,7112,77,899183384,202,119,318,38,4855590.274,0.000485559,Hip-Hop,Major,80,82,80,43,0,14,4,107,B,30,96
Moscow Mule,Bad Bunny,1,2022,5,6,4572,33,909001996,74,113,85,9,4908610.778,0.000490861,Spanish Hip-Hop,Minor,80,29,67,29,0,12,3,100,F,30,2
Stan,"Eminem, Dido",2,1999,11,21,17115,0,918915401,83,63,"4,180",0,4962143.165,0.000496214,Hip-Hop,Minor,78,53,74,4,0,45,21,80,F#,31,0
Dark Red,Steve Lacy,1,2017,2,20,10431,7,920045682,71,53,181,0,4968246.683,0.000496825,Hip-Hop,Major,60,77,78,45,0,12,6,172,F#,31,10
THATS WHAT I WANT,Lil Nas X,1,2021,9,17,7963,0,920797189,173,7,298,0,4972304.821,0.00049723,Hip-Hop,Minor,74,55,85,1,0,5,22,88,C#,31,4
Wait a Minute!,Willow,1,2015,1,11,11985,0,924193303,79,80,250,3,4990643.836,0.000499064,Hip-Hop,Minor,76,63,71,3,0,10,3,101,D#,31,10
Under The Influence,Chris Brown,1,2019,10,4,3859,26,929964809,133,181,3,0,5021809.969,0.000502181,Hip-Hop,Minor,73,31,69,6,0,11,4,117,A,31,
Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",3,2013,1,1,52898,0,933815613,203,1,"8,215",0,5042604.31,0.00050426,Romantic,Minor,79,87,81,4,0,10,4,116,F#,31,0
Unstoppable,Sia,1,2016,1,21,7681,13,939844851,119,66,"1,145",2,5075162.195,0.000507516,Romantic,Major,47,27,78,11,0,10,8,174,A,31,
Sure Thing,Miguel,1,2010,5,25,13801,19,950906471,137,125,435,6,5134894.943,0.000513489,Romantic,Minor,68,51,60,3,0,19,10,81,B,32,285
HEARTBREAK ANNIVERSARY,Giveon,1,2020,2,21,5398,4,951637566,111,127,210,0,5138842.856,0.000513884,Romantic,Major,61,59,46,56,0,13,5,129,,32,37
No Lie,"Sean Paul, Dua Lipa",2,2016,11,18,7370,0,956865266,92,127,"1,219",0,5167072.436,0.000516707,Hip-Hop,Major,74,45,89,5,0,26,13,102,G,32,62
I Love You So,The Walters,1,2014,11,28,7536,7,972164968,44,19,135,0,5249690.827,0.000524969,Romantic,Major,58,46,67,65,0,13,4,76,A#,32,6
Where Are You Now,"Lost Frequencies, Calum Scott",2,2021,7,30,10565,44,972509632,238,122,557,17,5251552.013,0.000525155,Hip-Hop,Minor,67,26,64,52,0,17,10,121,F#,32,58
Summertime Sadness,Lana Del Rey,1,2011,1,1,20333,52,983637508,89,143,"1,632",3,5311642.543,0.000531164,Romantic,Minor,56,24,66,7,0,12,3,112,C#,33,200
Glimpse of Us,Joji,1,2022,6,10,6330,6,988515741,109,42,158,3,5337985.001,0.000533799,Romantic,Major,44,27,32,89,0,14,5,170,G#,33,31
Arcade,Duncan Laurence,1,2019,3,7,6646,0,991336132,107,47,584,1,5353215.113,0.000535322,Romantic,Minor,45,27,33,82,0,14,4,72,A,33,
Anti-Hero,Taylor Swift,1,2022,10,21,9082,56,999748277,242,142,165,9,5398640.696,0.000539864,Hip-Hop,Major,64,51,63,12,0,19,5,97,E,33,310
Revenge,XXXTENTACION,1,2017,8,25,3600,11,1022258230,7,0,203,0,5520194.442,0.000552019,Hip-Hop,Minor,75,18,25,78,0,11,26,140,B,34,2
Falling,Harry Styles,1,2019,12,13,7556,0,1023187129,124,24,254,0,5525210.497,0.000552521,Romantic,Major,57,6,27,84,0,9,3,110,E,34,8
Running Up That Hill (A Deal With God),Kate Bush,1,1985,9,16,21811,0,1024858327,117,1,676,3,5534234.966,0.000553423,Rock,Minor,63,20,55,72,0,6,6,108,A#,34,0
Need To Know,Doja Cat,1,2021,6,11,6672,0,1042568408,125,36,150,0,5629869.403,0.000562987,Hip-Hop,Major,66,19,61,30,0,9,7,130,C#,35,
See You Again,"Tyler, The Creator, Kali Uchis",3,2017,7,21,13387,64,1047101291,77,58,247,1,5654346.971,0.000565435,Hip-Hop,Major,56,58,56,37,0,11,10,79,F#,35,311
Efecto,Bad Bunny,1,2022,5,6,4004,33,1047480053,34,65,43,6,5656392.286,0.000565639,Spanish Hip-Hop,Minor,80,23,48,14,0,6,5,98,G,35,2
Happier Than Ever,Billie Eilish,1,2021,7,30,8476,0,1056760045,138,133,283,0,5706504.243,0.00057065,Hip-Hop,Major,31,31,24,76,0,14,4,65,,35,
My Universe,"Coldplay, BTS",2,2021,9,24,6127,13,1061966512,0,0,0,0,5734619.165,0.000573462,Romantic,Major,58,42,68,1,0,14,4,105,A,35,0
Talking To The Moon,Bruno Mars,1,2010,10,4,7109,2,1062956628,5,0,862,0,5739965.791,0.000573997,Romantic,Minor,52,7,61,51,0,11,3,146,C#,35,0
Boy With Luv (feat. Halsey),"Halsey, BTS",2,2019,4,12,4260,0,1065580332,113,92,259,0,5754133.793,0.000575413,Romantic,Minor,65,80,86,9,0,19,10,120,B,36,1
I Ain't Worried,OneRepublic,1,2022,5,13,8431,76,1085685420,241,127,458,37,5862701.268,0.00058627,Hip-Hop,Major,71,82,81,11,0,6,5,140,,36,332
Somewhere Only We Know,Keane,1,2004,1,1,20015,16,1089402494,107,69,"5,239",0,5882773.468,0.000588277,Romantic,Major,45,33,59,6,0,8,3,172,A,36,558
Money Trees,"Kendrick Lamar, Jay Rock",2,2012,1,1,26792,32,1093605526,69,113,695,0,5905469.84,0.000590547,Hip-Hop,Minor,74,37,53,7,0,21,10,144,E,36,458
I'm Good (Blue),"Bebe Rexha, David Guetta",2,2022,8,26,12482,80,1109433169,291,184,537,45,5990939.113,0.000599094,Hip-Hop,Minor,56,38,97,4,0,35,4,128,G,37,727
Shake It Off,Taylor Swift,1,2014,1,1,21335,13,1113838873,328,70,"1,378",9,6014729.914,0.000601473,Hip-Hop,Major,65,95,80,5,0,41,16,160,G,37,20
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,3,5,14417,0,1115880852,237,123,569,0,6025756.601,0.000602576,Romantic,Major,59,72,62,18,0,9,3,148,F,37,10
Dandelions,Ruth B.,1,2017,4,28,3423,21,1116995633,41,100,59,1,6031776.418,0.000603178,Romantic,Major,61,45,69,2,0,9,3,117,C#,37,32
SLOW DANCING IN THE DARK,Joji,1,2018,9,12,10211,0,1122364376,38,79,65,0,6060767.63,0.000606077,Romantic,Major,52,28,48,54,1,19,3,89,D#,37,1
Daddy Issues,The Neighbourhood,1,2015,10,30,9771,4,1127468248,42,70,384,0,6088328.539,0.000608833,Hip-Hop,Major,59,33,52,7,15,12,3,85,A#,38,3
Night Changes,One Direction,1,2014,11,17,7124,18,1131090940,60,20,2,0,6107891.076,0.000610789,Romantic,Major,67,40,52,86,0,12,4,120,G#,38,
Astronaut In The Ocean,Masked Wolf,1,2019,1,1,7191,0,1138474110,146,18,478,0,6147760.194,0.000614776,Hip-Hop,Minor,78,47,70,18,0,15,9,150,E,38,7
Butter,BTS,1,2021,5,21,4779,6,1143647827,180,135,223,0,6175698.266,0.00061757,K-pop,Major,79,70,36,0,0,6,11,110,G#,38,5
Have You Ever Seen The Rain?,Creedence Clearwater Revival,1,1968,7,1,15890,14,1145727611,71,37,653,0,6186929.099,0.000618693,Rock,Major,74,76,70,7,0,13,3,116,,38,167
Last Christmas,Wham!,1,1984,1,1,22153,0,1159176109,274,111,"1,302",0,6259550.989,0.000625955,Romantic,Minor,74,88,65,28,0,46,3,107,B,39,
Kill Bill,SZA,1,2022,12,8,8109,77,1163093654,183,162,161,12,6280705.732,0.000628071,Hip-Hop,Major,64,43,73,5,17,16,4,89,G#,39,187
Set Fire to the Rain,Adele,1,2011,1,1,14739,43,1163620694,88,112,"2,163",5,6283551.748,0.000628355,Romantic,Minor,61,47,68,0,0,13,3,108,D,39,519
Ghost,Justin Bieber,1,2021,3,19,5866,24,1167330737,107,38,95,0,6303585.98,0.000630359,Romantic,Major,61,41,74,21,0,40,6,154,D,39,
Todo De Ti,Rauw Alejandro,1,2020,11,2,11975,8,1168642797,188,75,268,6,6310671.104,0.000631067,Spanish Hip-Hop,Minor,81,57,63,40,1,10,4,128,D#,39,16
you broke me first,Tate McRae,1,2020,4,17,6638,0,1180094974,167,19,318,0,6372512.86,0.000637251,Romantic,Major,64,8,37,79,0,9,5,124,E,39,1
Hope,XXXTENTACION,1,2018,3,16,3659,0,1200808494,11,10,267,0,6484365.868,0.000648437,Hip-Hop,Minor,59,23,46,66,0,15,6,146,A,40,7
In Da Club,50 Cent,1,2002,1,1,30427,7,1202722675,235,106,"5,221",1,6494702.445,0.00064947,Hip-Hop,Minor,90,79,71,26,0,7,37,90,F#,40,35
Everybody Wants To Rule The World,Tears For Fears,1,1985,2,17,41751,25,1205951614,101,32,"2,655",0,6512138.716,0.000651214,Rock,Major,64,54,81,36,0,11,6,112,G,40,666
Still D.R.E.,"Dr. Dre, Snoop Dogg",2,1999,1,1,33966,0,1210599487,141,78,"6,591",1,6537237.23,0.000653724,Hip-Hop,Major,81,53,78,18,0,6,24,93,B,40,0
505,Arctic Monkeys,1,2007,4,20,13985,25,1217120710,30,80,588,1,6572451.834,0.000657245,Rock,Major,52,20,85,0,0,7,5,140,,41,1
Save Your Tears (with Ariana Grande) (Remix),"Ariana Grande, The Weeknd",2,2020,3,20,9161,5,1221813483,240,98,468,3,6597792.808,0.000659779,Romantic,Major,65,63,79,3,0,10,3,118,,41,10
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",4,2021,9,3,6180,7,1223481149,122,88,580,21,6606798.205,0.00066068,Hip-Hop,Minor,72,59,76,24,0,42,28,77,B,41,10
Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",3,2021,10,27,824,0,1223481149,8,8,8,2,6606798.205,0.00066068,Hip-Hop,Major,73,54,74,23,0,41,23,77,G,41,0
Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",2,2022,9,22,8576,42,1230675890,216,108,331,26,6645649.806,0.000664565,Hip-Hop,Major,71,24,47,1,0,27,9,131,D,41,154
traitor,"Juan Cruz Toledo, Huilen Toledo",2,2021,5,21,5257,6,1230855859,85,43,134,0,6646621.639,0.000664662,Spanish Romantic,Major,29,12,33,68,0,12,5,176,D#,41,
We Found Love,"Rihanna, Calvin Harris",2,2011,1,1,36843,21,1235005533,321,91,"4,607",1,6669029.878,0.000666903,Romantic,Major,73,60,77,3,0,11,4,128,C#,41,58
Mockingbird,Eminem,1,2004,1,1,12985,61,1241559043,49,98,"2,394",5,6704418.832,0.000670442,Hip-Hop,Minor,62,24,67,21,0,13,28,84,E,41,204
positions,Ariana Grande,1,2020,10,23,8207,0,1252563873,175,55,95,0,6763844.914,0.000676384,Romantic,Major,73,66,80,44,0,9,12,144,,42,2
deja vu,Olivia Rodrigo,1,2021,4,1,7545,4,1256880657,117,39,141,0,6787155.548,0.000678716,Romantic,Major,44,22,60,61,0,42,9,181,A,42,46
Yonaguni,Bad Bunny,1,2021,6,4,9644,28,1260594497,120,86,164,4,6807210.284,0.000680721,Spanish Hip-Hop,Major,64,44,65,28,0,14,12,180,C#,42,0
Titi Me Pregunto,Bad Bunny,1,2022,5,6,9037,42,1264310836,124,133,139,14,6827278.514,0.000682728,Spanish Hip-Hop,Minor,65,19,72,10,0,13,25,107,F,42,166
Why'd You Only Call Me When You're High?,Arctic Monkeys,1,2013,1,1,23389,29,1267333350,54,70,"1,089",2,6843600.09,0.00068436,Rock,Major,70,81,63,4,0,8,4,92,D,42,1
Creep,Radiohead,1,1992,9,21,36724,7,1271293243,146,72,"6,807",5,6864983.512,0.000686498,Rock,Major,53,12,34,1,0,12,4,92,G,42,80
Danza Kuduro,"Don Omar, Lucenzo",2,2010,1,1,17138,37,1279434863,119,81,974,1,6908948.26,0.000690895,Spanish Hip-Hop,Major,47,86,92,8,0,5,24,130,,43,503
Iris,The Goo Goo Dolls,1,1998,3,31,13101,9,1284942608,137,5,582,0,6938690.083,0.000693869,Romantic,Minor,32,49,72,0,0,9,4,156,B,43,0
I Wanna Be Yours,Arctic Monkeys,1,2013,1,1,12859,110,1297026226,24,98,582,2,7003941.62,0.000700394,Rock,Minor,48,44,42,12,2,11,3,135,,43,73
Heather,Conan Gray,1,2020,3,20,6170,7,1301799902,82,1,231,0,7029719.471,0.000702972,Romantic,Major,47,25,43,62,0,32,3,92,F,43,2
Shivers,Ed Sheeran,1,2021,9,9,10147,30,1302184087,234,71,543,18,7031794.07,0.000703179,Romantic,Major,79,82,86,28,0,4,9,141,D,43,
Callaita,"Bad Bunny, Tainy",2,2019,5,31,9539,15,1304313953,162,116,355,7,7043295.346,0.00070433,Spanish Hip-Hop,Major,61,24,62,60,0,24,31,176,D,43,0
Pepas,Farruko,1,2021,6,24,14114,17,1309887447,252,109,965,20,7073392.214,0.000707339,Spanish Hip-Hop,Major,76,44,77,1,0,13,3,130,G,44,
Flowers,Miley Cyrus,1,2023,1,12,12211,115,1316855716,300,215,745,58,7111020.866,0.000711102,Romantic,Major,71,65,68,6,0,3,7,118,,44,"1,021"
Woman,Doja Cat,1,2021,6,25,9424,0,1329090101,202,50,463,4,7177086.545,0.000717709,Hip-Hop,Minor,82,88,76,9,0,12,9,108,F,44,
Blank Space,Taylor Swift,1,2014,1,1,11434,53,1355959075,154,123,410,2,7322179.005,0.000732218,Romantic,Major,75,57,68,9,0,13,6,96,F,45,81
"Quevedo: Bzrp Music Sessions, Vol. 52","Bizarrap, Quevedo",2,2022,7,6,8506,45,1356565093,94,65,164,14,7325451.502,0.000732545,Spanish Hip-Hop,Major,62,55,78,1,3,23,4,128,D,45,176
Gangsta's Paradise,"Coolio, L.V.",2,1995,7,11,10624,17,1357608774,21,0,386,0,7331087.38,0.000733109,Hip-Hop,Major,63,40,61,9,0,56,6,80,G#,45,
Numb,Linkin Park,1,2003,3,24,20111,5,1361425037,39,0,"7,341",0,7351695.2,0.00073517,Rock,Major,50,24,86,0,0,64,4,110,A,45,0
Let Me Down Slowly,Alec Benjamin,1,2018,5,25,5897,19,1374581173,0,0,885,0,7422738.334,0.000742274,Romantic,Minor,65,51,55,73,0,14,3,150,C#,46,0
Easy On Me,Adele,1,2021,10,14,10195,20,1406111294,258,87,657,22,7593000.988,0.0007593,Romantic,Major,60,13,37,58,0,13,3,142,F,47,9
The Night We Met,Lord Huron,1,2015,2,2,18515,35,1410088830,70,82,939,1,7614479.682,0.000761448,Romantic,Major,45,10,37,97,25,64,4,174,D,47,162
The Real Slim Shady,Eminem,1,2000,1,1,20763,27,1424589568,81,53,"3,271",1,7692783.667,0.000769278,Hip-Hop,Minor,95,78,66,3,0,4,6,104,F,47,17
LA CANCION,"J Balvin, Bad Bunny",2,2019,6,28,6398,31,1435127549,177,109,305,3,7749688.765,0.000774969,Spanish Hip-Hop,Major,75,43,65,15,0,11,32,176,G,48,5
Adore You,Harry Styles,1,2019,12,6,13454,1,1439191367,246,71,519,2,7771633.382,0.000777163,Romantic,Major,68,57,77,2,0,10,5,99,G#,48,5
Me Porto Bonito,"Chencho Corleone, Bad Bunny",2,2022,5,6,8870,43,1440757818,104,120,141,26,7780092.217,0.000778009,Spanish Hip-Hop,Minor,91,43,71,9,0,9,8,92,C#,48,49
Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",3,2021,3,19,14140,0,1445941661,231,52,612,6,7808084.969,0.000780808,Romantic,Major,63,49,68,38,0,42,18,90,,48,
All I Want for Christmas Is You,Mariah Carey,1,1994,10,28,25653,0,1449779435,387,132,"2,094",0,7828808.949,0.000782881,Romantic,Major,34,33,63,16,0,7,4,150,G,48,
Call Out My Name,The Weeknd,1,2018,3,29,11087,6,1449799467,151,107,801,1,7828917.122,0.000782892,Romantic,Major,45,17,60,21,0,33,4,134,C#,48,105
The Nights,Avicii,1,2014,1,1,17354,8,1456081449,92,122,"1,282",0,7862839.825,0.000786284,Romantic,Major,53,66,85,2,0,24,4,126,F#,49,55
Somebody That I Used To Know,"Gotye, Kimbra",2,2011,1,1,42798,0,1457139296,217,136,"6,508",1,7868552.198,0.000786855,Romantic,Major,86,75,52,54,0,10,4,129,,49,
Rolling in the Deep,Adele,1,2010,11,29,35684,6,1472799873,195,125,"6,280",2,7953119.314,0.000795312,Romantic,Major,73,52,76,13,0,5,3,105,G#,49,78
Take On Me,a-ha,1,1984,10,19,44927,17,1479115056,34,0,"5,108",6,7987221.302,0.000798722,Rock,Minor,57,86,90,2,0,9,5,84,F#,49,0
Payphone,"Maroon 5, Wiz Khalifa",2,2012,1,1,14143,4,1479264469,56,38,"1,891",1,7988028.133,0.000798803,Romantic,Major,74,51,74,2,0,29,4,110,E,49,
Locked Out Of Heaven,Bruno Mars,1,2012,12,5,1622,9,1481349984,0,0,356,0,7999289.914,0.000799929,Romantic,Major,73,87,70,6,0,28,5,144,F,49,0
Sweet Child O' Mine,Guns N' Roses,1,1987,1,1,41231,1,1553497987,228,151,"6,720",3,8388889.13,0.000838889,Rock,Major,45,67,90,9,11,10,5,125,F#,52,99
Bad Habits,Ed Sheeran,1,2020,9,3,12755,8,1555511105,344,97,945,15,8399759.967,0.000839976,Romantic,Minor,81,59,90,5,0,36,3,126,B,52,
Kiss Me More (feat. SZA),"SZA, Doja Cat",2,2021,4,9,15867,0,1575467011,382,65,497,0,8507521.859,0.000850752,Romantic,Major,77,74,66,30,0,13,3,111,G#,53,12
Save Your Tears,The Weeknd,1,2020,3,20,12688,13,1591223784,197,115,112,0,8592608.434,0.000859261,Romantic,Major,68,61,82,2,0,50,3,118,,53,200
Viva La Vida,Coldplay,1,2008,1,1,33898,62,1592909789,233,0,"4,095",9,8601712.861,0.000860171,Rock,Minor,49,42,62,9,0,11,3,138,F,53,0
Every Breath You Take - Remastered 2003,The Police,1,1983,1,6,22439,19,1593270737,211,74,929,0,8603661.98,0.000860366,Rock,Major,82,73,45,54,0,7,3,117,C#,53,129
Cold Heart - PNAU Remix,"Dua Lipa, Elton John, Pnau",3,2017,11,10,21097,52,1605224506,384,135,"1,034",37,8668212.332,0.000866821,Romantic,Major,80,92,80,4,0,10,3,116,C#,54,312
I'm Not The Only One,Sam Smith,1,2014,1,1,17492,3,1606986953,136,24,"1,959",0,8677729.546,0.000867773,Romantic,Major,68,50,49,56,0,8,4,82,F,54,30
Before You Go,Lewis Capaldi,1,2019,11,1,8327,24,1608045237,205,130,625,0,8683444.28,0.000868344,Romantic,Major,45,19,60,63,0,9,6,112,D#,54,25
The Scientist,Coldplay,1,2002,8,5,30992,6,1608164312,124,25,"7,827",1,8684087.285,0.000868409,Rock,Major,56,21,44,73,0,11,2,146,F,54,0
In The End,Linkin Park,1,2000,10,24,25065,6,1624165576,63,0,"6,808",2,8770494.11,0.000877049,Rock,Minor,55,40,90,1,0,32,6,105,D#,54,0
Just The Way You Are,Bruno Mars,1,2010,1,1,21106,13,1641426668,82,0,"2,946",0,8863704.007,0.00088637,Romantic,Major,63,46,85,1,0,9,5,109,F,55,0
Die For You,The Weeknd,1,2016,11,24,2483,59,1647990401,68,21,24,0,8899148.165,0.000889915,Romantic,Minor,59,51,52,9,0,15,7,134,C#,55,259
When I Was Your Man,Bruno Mars,1,2012,12,5,2420,11,1661187319,0,0,806,0,8970411.523,0.000897041,Romantic,Major,60,43,27,94,0,14,4,145,,55,0
Without Me,Eminem,1,2002,1,1,21081,43,1687664027,98,76,"3,889",5,9113385.746,0.000911339,Hip-Hop,Major,92,67,66,0,0,36,9,112,G,56,0
Smells Like Teen Spirit - Remastered 2021,Nirvana,1,1991,9,10,49991,9,1690192927,265,121,"12,367",4,9127041.806,0.000912704,Rock,Major,52,73,91,0,0,11,7,117,C#,56,160
Dynamite,BTS,1,2020,8,21,8528,5,1692897992,239,163,583,0,9141649.157,0.000914165,K-pop,Minor,75,74,77,1,0,9,10,114,F#,56,
'Till I Collapse,"Eminem, Nate Dogg",2,2002,5,26,22923,0,1695712020,78,46,"2,515",1,9156844.908,0.000915684,Hip-Hop,Major,55,10,85,7,0,8,20,171,C#,57,0
Mood (feat. Iann Dior),"24kgoldn, Iann Dior",2,2020,7,24,12854,0,1699402402,237,27,636,0,9176772.971,0.000917677,Hip-Hop,Minor,70,76,72,22,0,27,4,91,G,57,
There's Nothing Holdin' Me Back,Shawn Mendes,1,2016,9,23,12382,0,1714490998,229,57,"1,370",2,9258251.389,0.000925825,Romantic,Major,86,97,80,36,0,9,6,122,D,57,71
MONTERO (Call Me By Your Name),Lil Nas X,1,2020,9,18,12329,0,1735441776,275,19,738,0,9371385.59,0.000937139,Hip-Hop,Minor,61,76,51,30,0,38,15,179,G#,58,
Yellow,Chris Molitor,1,1999,1,1,31358,43,1755214421,196,2,"4,053",5,9478157.873,0.000947816,Rock,Major,43,28,66,0,0,23,3,173,B,59,0
Memories,Maroon 5,1,2019,9,20,9974,2,1759567999,272,67,"1,066",1,9501667.195,0.000950167,Romantic,Major,77,60,32,84,0,8,5,91,B,59,19
Dakiti,"Bad Bunny, Jhay Cortez",2,2020,10,30,11215,21,1763363713,189,166,525,9,9522164.05,0.000952216,Spanish Hip-Hop,Minor,73,14,57,40,0,11,5,110,E,59,25
Do I Wanna Know?,Arctic Monkeys,1,2013,1,1,33783,26,1788326445,133,92,"2,733",1,9656962.803,0.000965696,Rock,Major,55,42,53,17,0,22,3,85,F,60,26
No Role Modelz,J. Cole,1,2014,12,9,21164,36,1791000570,80,65,476,0,9671403.078,0.00096714,Hip-Hop,Minor,70,47,52,30,0,6,33,100,A#,60,14
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",2,2020,3,27,15894,8,1802514301,198,13,544,0,9733577.225,0.000973358,Romantic,Minor,70,92,83,1,0,7,6,103,F#,60,60
Mr. Brightside,The Killers,1,2003,9,23,51979,15,1806617704,306,99,"5,063",2,9755735.602,0.000975574,Rock,Major,35,24,93,0,0,10,8,148,C#,60,120
Another Love,Tom Odell,1,2012,10,15,18371,83,1813673666,250,122,"3,394",19,9793837.796,0.000979384,Romantic,Minor,45,13,54,70,0,9,4,123,E,60,
INDUSTRY BABY (feat. Jack Harlow),"Jack Harlow, Lil Nas X",2,2021,7,23,13315,0,1814349763,300,47,690,0,9797488.72,0.000979749,Hip-Hop,Minor,74,89,70,2,0,5,6,150,D#,60,
Lose Yourself - Soundtrack Version,Eminem,1,2002,1,1,32502,21,1829992958,247,54,"5,567",1,9881961.973,0.000988196,Hip-Hop,Major,70,6,73,1,0,36,26,171,D,61,51
Demons,Imagine Dragons,1,2012,1,1,26694,13,1840364617,65,82,"3,425",4,9937968.932,0.000993797,Rock,Major,33,38,71,20,0,28,5,180,D#,61,13
drivers license,Olivia Rodrigo,1,2021,1,8,12685,3,1858144199,185,61,485,0,10033978.67,0.001003398,Romantic,Major,59,21,43,76,0,10,7,144,A#,62,
